volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.21,18.15,146,1.0001,8.7,5
0.21,18.15,146,1.0001,8.7,5
0.485,4.1,101,0.9918,12.4,5
0.485,4.1,101,0.9918,12.4,5
0.29,4.6,155,0.9931,10.6,6
0.21,18.15,146,1.0001,8.7,5
0.31,4.9,151,0.9926,12,7
0.29,8.3,227,0.9966,9,5
0.46,1.4,169,0.9932,8.8,5
0.28,11.5,223,0.9969,9.5,5
0.23,1.8,96,0.9925,10.8,6
0.17,1.6,132,0.9914,11.4,5
0.18,2.4,123,0.996,10.3,5
0.22,4.9,180,0.9952,9.5,6
0.27,1.8,127,0.9934,9.9,5
0.28,4.3,142,0.9939,10.2,5
0.29,4.4,146,0.9939,10.2,5
0.32,1.4,104,0.9906,11,6
0.33,1.6,126,0.9901,12.1,7
0.34,1.3,173,0.9948,9.1,6
0.19,5.2,140,0.995,9.5,6
0.23,5.6,164,0.9953,9.5,5
0.27,5.3,189,0.9953,9.8,5
0.22,4.9,180,0.9952,9.5,6
0.18,2.4,123,0.996,10.3,5
0.36,1.6,124,0.9948,9.6,5
0.22,2.1,198,0.9951,10.2,6
0.17,1.4,119,0.9931,10.5,6
0.45,7.1,117,0.9962,10.4,4
0.36,1.6,124,0.9948,9.6,5
0.42,10.7,95,0.9959,10.7,5
0.33,11.1,119,0.9962,10.5,6
0.3,10.7,111,0.9958,10.6,5
0.17,1.6,150,0.9948,9.6,6
0.17,1.6,150,0.9948,9.6,6
0.17,1.5,101,0.994,9.5,5
0.17,1.5,153,0.9942,9.4,6
0.15,1.6,130,0.9942,9.8,6
0.17,1.6,150,0.9948,9.6,6
0.25,8,172,0.9964,9.2,5
0.24,7.7,176,0.9958,9.5,5
0.76,2.7,93,0.9932,9.2,5
0.22,15.1,136,0.9986,9.4,5
0.22,15.1,136,0.9986,9.4,5
0.28,8.9,146,0.9988,9.3,5
0.32,6,129,0.9953,9.1,5
0.24,12.3,145,0.9983,9.5,5
0.18,13.1,163,1,9.1,6
0.16,6.7,153,0.9951,10.6,5
0.24,12.3,145,0.9983,9.5,5
0.28,2.3,85,0.9906,12.4,6
0.34,11.1,237,0.9981,8.7,5
0.27,1.5,128,0.9936,8.8,5
0.16,6.7,153,0.9951,10.6,5
0.32,6,129,0.9953,9.1,5
0.24,15.2,234,1.0005,9,5
0.24,10.2,141,0.9972,10.3,6
0.18,13.1,163,1,9.1,6
0.23,10.7,186,0.9969,9.5,6
0.22,17.1,138,1.0001,8.8,5
0.22,17.1,138,1.0001,8.8,5
0.22,17.1,138,1.0001,8.8,5
0.33,1.9,93,0.9934,9.9,5
0.23,10.7,186,0.9969,9.5,6
0.22,17.1,138,1.0001,8.8,5
0.2,1.2,68,0.9902,11.7,4
0.26,1.2,117,0.993,10.8,5
0.2,3.1,126,0.9914,12,6
0.16,1.5,122,0.9941,10.3,4
0.25,10.7,154,0.9967,9,5
0.39,4.9,109,0.9918,12.2,7
0.26,12.6,173,0.998,9.9,5
0.25,10.7,154,0.9967,9,5
0.39,4.9,109,0.9918,12.2,7
0.28,12.15,163,0.9957,10.1,5
0.43,12,174,0.9986,9.3,5
0.33,1.7,344,0.9958,9.5,5
0.5,2.6,146,0.9948,9.2,6
0.28,1.4,115,0.9918,11.7,5
0.35,1.9,144,0.9923,11,5
0.22,16.9,158,0.9998,9.6,6
0.22,16.9,158,0.9998,9.6,6
0.24,2.1,162,0.9914,11.9,6
0.26,7,118,0.9939,10.8,6
0.16,7.1,224,0.9966,10.1,5
0.18,5.9,132,0.995,10.9,6
0.16,7.1,224,0.9966,10.1,5
0.24,8.7,102,0.994,10.4,5
0.33,13.2,105,0.9972,9.2,5
0.28,15.3,117,0.9998,9.6,5
0.28,15.3,117,0.9998,9.6,5
0.26,13.2,179,0.9982,9,5
0.14,2.7,89,0.9924,11.5,7
0.21,10.65,145,0.9972,10.2,6
0.2,10,165,0.997,9.9,6
0.115,6.8,105,0.9954,9.6,6
0.29,15.6,142,0.9962,10.6,5
0.33,13.2,105,0.9972,9.2,5
0.24,5.1,99,0.9921,11.8,6
0.24,3,102,0.9905,12.2,6
0.28,15.3,117,0.9998,9.6,5
0.22,2.1,76,0.993,10.6,6
0.18,1.9,91,0.9941,10.3,6
0.93,8.6,187,0.9994,10.2,4
0.29,8.75,181,0.9962,10.7,5
0.28,3.6,76,0.992,11.7,4
0.25,4.7,92,0.9922,12,6
0.18,1.3,105,0.994,10.6,6
0.24,1.8,61,0.9897,12.2,4
0.33,9.7,124,0.9954,11,6
0.37,4,79,0.99,12.4,7
0.49,2.4,115,0.9948,9.4,6
0.25,4.7,92,0.9922,12,6
0.22,18.8,130,0.998,11.6,5
0.35,1.8,162,0.9944,9.4,5
0.35,1.8,162,0.9944,9.4,5
0.19,12.8,229,0.9986,9.1,7
0.19,12.8,229,0.9986,9.1,7
0.19,12.8,229,0.9986,9.1,7
0.19,12.8,229,0.9986,9.1,7
0.19,12.8,229,0.9986,9.1,7
0.32,7.8,117,0.996,9.2,5
0.32,16.75,163,0.9999,9.2,5
0.19,12.8,229,0.9986,9.1,7
0.19,12.8,212,0.9986,9.1,7
0.32,7.8,117,0.996,9.2,5
0.34,5.4,126,0.9951,9,7
0.32,16.75,163,0.9999,9.2,5
0.24,1.3,106,0.993,10.8,6
0.36,10.1,146,0.9982,9.5,6
0.29,3.8,114,0.992,11,6
0.32,10.9,146,0.9963,10,5
0.3,6.6,141,0.995,9.5,5
0.33,9.8,109,0.9956,10.1,6
0.18,11.7,94,0.997,9.5,7
0.39,1.2,74,0.9936,9.5,5
0.25,1.4,137,0.9935,9.5,5
0.18,9.6,90,0.9963,9.4,6
0.18,12.2,125,0.9967,9.4,6
0.27,2.6,110,0.9912,12.7,6
0.23,10.7,145,0.9981,9.7,5
0.28,4.9,153,0.9966,9.7,6
0.18,12.2,125,0.9967,9.4,6
0.18,9.6,90,0.9963,9.4,6
0.25,1.4,137,0.9935,9.5,5
0.22,1.1,71,0.9902,11.7,6
0.18,1,101,0.99,11.7,6
0.26,8.2,187,0.996,9.7,5
0.25,11.3,231,0.9966,9.5,6
0.24,7.3,157,0.9962,9.1,5
0.28,2.3,147,0.994,10.3,6
0.26,8.2,187,0.996,9.7,5
0.24,2.1,167,0.994,9.9,5
0.27,2,175,0.9944,9.9,5
0.39,10,178,0.9974,10.2,5
0.24,15.75,132,0.996,12.1,6
0.23,3.9,138,0.9922,11.3,7
0.26,2,128,0.9917,11.4,5
0.32,1.5,125,0.9918,12.2,6
0.24,1.6,150,0.9936,9.9,7
0.21,1.4,136,0.9938,10.3,6
0.32,1.5,125,0.9918,12.2,6
0.17,1.4,107,0.9939,10.4,6
0.26,2,128,0.9917,11.4,5
0.28,13.8,161,0.9981,9.9,6
0.3,1.3,96,0.9941,10,5
0.25,3.8,129,0.9928,11.5,6
0.28,6.9,163,0.9952,10.5,6
0.24,2.2,134,0.9898,12.5,7
0.22,1.6,120,0.9914,10.5,6
0.28,13.8,161,0.9981,9.9,6
0.45,10.8,157,0.9957,11.4,7
0.23,12.8,169,0.998,9.8,6
0.45,10.8,157,0.9957,11.4,7
0.23,15.3,166,0.9986,9.2,4
0.28,12.1,177,0.9983,8.9,5
0.27,12,179,0.9982,8.9,5
0.2,11.6,124,0.997,9.5,7
0.25,9.2,150,0.9947,11.5,6
0.2,11.6,124,0.997,9.5,7
0.25,9.2,150,0.9947,11.5,6
0.2,2.8,89,0.99416,9.5,6
0.39,1.6,164,0.99516,9.7,5
0.23,6.1,90,0.99496,9.7,5
0.44,8.5,147,0.9974,9.5,6
0.28,7.8,184,0.99579,9.4,5
0.34,14.9,162,0.9983,9,4
0.15,6.2,151,0.99471,10.6,6
0.44,8.5,147,0.9974,9.5,6
0.29,8.2,180,0.99644,9.1,5
0.28,7.8,184,0.99579,9.4,5
0.23,10.6,169,0.99699,8.8,5
0.23,11.2,171,0.99758,10.4,5
0.36,11.6,228,0.9977,8.9,5
0.31,7.1,141,0.99397,10.6,7
0.34,14.9,162,0.9983,9,4
0.15,6.2,151,0.99471,10.6,6
0.2,1.7,100,0.99243,10.6,6
0.27,7.7,186,0.9962,9,5
0.34,17.3,235,1.00182,8.8,6
0.18,1.4,101,0.99384,10.5,7
0.29,7.7,174,0.99582,9.5,5
0.27,7.7,186,0.9962,9,5
0.26,3.4,172,0.9924,10.4,6
0.21,1.6,133,0.99466,10,6
0.14,1.4,128,0.99212,10.4,5
0.39,1.4,132,0.99449,9,6
0.48,10.4,205,0.99748,9.3,5
0.39,1.4,132,0.99449,9,6
0.48,10.4,205,0.99748,9.3,5
0.36,4.1,134,0.99475,9,6
0.25,2.8,61,0.99189,11.5,6
0.3,15.7,159,0.99827,9,5
0.19,10.9,154,0.99752,10.4,6
0.3,15.7,159,0.99827,9,5
0.42,6.5,167,0.99479,10.6,5
0.19,10.9,154,0.99752,10.4,6
0.2,5.9,152,0.99642,8.5,6
0.19,17.3,169,1.00047,9.3,6
0.19,1.4,107,0.99382,10.5,7
0.25,13.5,156,0.99784,9.9,6
0.25,8.5,108,0.99486,10.4,6
0.46,6.2,94,0.99537,10.1,5
0.19,1.4,107,0.99382,10.5,7
0.29,14.95,178,0.99838,9.2,4
0.31,7.7,200,0.99566,9.4,6
0.14,1.3,91,0.99268,10.6,6
0.31,7.7,200,0.99566,9.4,6
0.4,1.3,149,0.99468,8.7,5
0.16,1.3,77,0.9933,10.2,6
0.16,1.3,66,0.99307,10.3,6
0.33,15.6,210,0.99907,9.5,5
0.33,15.6,210,0.99907,9.5,5
0.33,15.6,210,0.99907,9.5,5
0.33,15.6,210,0.99907,9.5,5
0.41,4.9,144,0.99471,9.4,5
0.43,5,145,0.99471,9.4,5
0.33,15.6,210,0.99907,9.5,5
0.4,6.5,97,0.99148,12.6,7
0.18,1.4,106,0.99383,10.5,7
0.17,2.7,150,0.99365,10.8,6
0.32,1.2,208,0.99272,9.9,6
0.4,6.5,97,0.99148,12.6,7
0.32,6.4,115,0.99235,12.2,7
0.42,6.9,150,0.99508,10,6
0.28,7.2,168,0.9946,10.6,7
0.29,10.6,202,0.99674,9.5,6
0.41,3.5,109,0.99018,12.8,8
0.32,6.4,115,0.99235,12.2,7
0.3,2.3,125,0.99084,12.6,7
0.22,12.05,125,0.99856,9.4,5
0.26,7,194,0.99591,9,5
0.44,11.8,126,0.9975,9.1,5
0.42,1.4,168,0.9944,9.4,6
0.36,5,143,0.99173,12.2,7
0.295,2.2,134,0.99378,10,5
0.21,14.6,159,0.99805,9.2,5
0.28,1.6,139,0.99534,9.3,5
0.28,1.3,126,0.99232,9.8,6
0.21,14.6,159,0.99805,9.2,5
0.22,2.8,132,0.99078,12,7
0.28,1.6,139,0.99534,9.3,5
0.32,3.3,80,0.99061,12.6,7
0.19,6.3,127,0.99182,12.2,6
0.42,8.1,144,0.9966,11,6
0.2,1.6,116,0.9912,12,7
0.24,10.6,153,0.99779,8.8,5
0.26,11.8,164,0.99814,8.9,4
0.4,1.7,84,0.99096,12.7,7
0.2,8.1,130,0.99379,11.8,6
0.445,1.4,178,0.99426,10.2,5
0.41,1.3,121,0.99228,9.9,6
0.2,1.8,148,0.99335,11.1,6
0.3,7.2,190,0.99595,9.4,5
0.35,1.1,119,0.99297,9.7,6
0.35,11.95,111,0.99687,9.7,5
0.35,1.1,119,0.99297,9.7,6
0.35,11.95,111,0.99687,9.7,5
0.3,2.2,175,0.99445,9.8,5
0.38,12.7,209,0.9986,9.3,6
0.3,1.4,161,0.99154,10.5,5
0.4,10.6,209,0.9981,9.3,6
0.37,1.9,106,0.98993,12.6,8
0.23,17.8,212,1.00241,8.9,5
0.27,10.2,118,0.99716,10.3,5
0.26,4.8,198,0.99437,10.6,5
0.28,9.8,180,0.9972,9,4
0.34,8.4,167,0.99756,9.7,5
0.23,7.2,90,0.99509,9.5,6
0.29,4.8,156,0.99572,10.3,6
0.34,8.4,167,0.99756,9.7,5
0.4,4.5,95,0.99175,12.3,8
0.17,1.4,149,0.99254,10.5,5
0.23,7.2,90,0.99509,9.5,6
0.24,11,211,0.99676,10,6
0.28,11.1,179,0.9979,8.8,4
0.23,2.6,98,0.99194,10.9,6
0.26,2,141,0.99077,12.2,6
0.46,10.1,184,0.99782,9.5,5
0.31,13.3,212,0.99942,10,5
0.25,11.4,202,0.99708,9.6,6
0.28,1.3,126,0.99353,8.7,6
0.18,1.4,89,0.99256,10.7,7
0.21,1.4,66,0.99199,11.1,6
0.48,7,130,0.9918,12.5,7
0.34,2,130,0.99354,10.4,6
0.21,1.2,93,0.99244,11.5,5
0.32,12.9,221,0.99831,9.4,5
0.495,5,129,0.99396,9.3,5
0.25,10.1,121,0.99724,10.1,6
0.25,3.75,102,0.99524,9.7,5
0.18,1.7,144,0.9927,10.5,6
0.24,12.6,182,0.99802,9.7,5
0.32,1.3,204,0.99512,9.2,5
0.32,1.6,138,0.99438,9.8,5
0.33,7.6,227,0.99679,9,5
0.3,8.1,188,0.99652,9.1,6
0.34,14.9,169,0.99698,10.4,6
0.16,6,144,0.99474,10.7,6
0.1,6,107,0.99511,10.5,7
0.45,7.2,202,0.99582,9.2,5
0.33,3,85,0.99125,11.5,4
0.48,1.2,57,0.99256,10.4,3
0.2,2,188,0.9911,12,6
0.32,4.9,150,0.99168,12.2,6
0.2,2,188,0.9911,12,6
0.22,8.9,90,0.99556,9.8,6
0.23,16.45,282,1.00098,9.3,5
0.27,2,191,0.99516,9.6,4
0.27,1.9,196,0.99516,9.5,4
0.23,5.1,144,0.99518,10.2,6
0.15,4.4,107,0.99347,10.4,8
0.26,5.8,74,0.9929,11,6
0.15,4.4,107,0.99347,10.4,8
0.2,12.9,160,0.99841,8.7,5
0.3,1.3,189,0.99362,9.9,4
0.3,1.3,186,0.99361,9.9,4
0.21,1.2,106,0.9914,11.3,4
0.46,2.7,83,0.99114,12,8
0.28,1.7,130,0.9925,10.7,8
0.24,8.2,156,0.99453,10.1,6
0.17,1.5,135,0.9938,9.6,7
0.17,1.5,136,0.9938,9.6,6
0.695,12.9,252,0.99806,8.7,5
0.27,3.9,199,0.9961,10.3,5
0.3,17.75,218,1.00016,9.1,5
0.19,4.9,101,0.9916,11.8,6
0.36,1.6,93,0.99116,11.9,6
0.16,1.4,77,0.99319,10.3,6
0.19,2,104,0.99517,10,4
0.16,2,107,0.99514,10.2,4
0.26,8.2,202,0.99566,10,6
0.33,2.1,125,0.99166,12.7,6
0.16,1.8,130,0.99587,9.6,5
0.23,8.5,188,0.99558,9.5,5
0.44,4.45,100,0.99117,12.7,6
0.31,5.8,109,0.99399,11,6
0.705,13,214,0.99741,9.1,5
0.21,2.7,111,0.99405,10.2,4
0.16,7.3,220,0.99622,10.1,6
0.27,19.1,208,1.00051,9.2,6
0.38,8.8,212,0.99803,9.4,4
0.21,2.7,111,0.99405,10.2,4
0.38,7.4,195,0.99773,9.2,4
0.24,2.3,106,0.99397,10,5
0.16,6.85,220,0.99622,10.1,6
0.815,11.4,204,0.99713,9,5
0.41,0.9,98,0.99274,9.5,5
0.36,19.35,207,1.00118,9.1,5
0.4,7.9,118,0.99176,13.3,7
0.26,11.75,198,0.9969,9.5,5
0.44,7.7,210,0.99771,9.2,5
0.24,3,117,0.99411,10.1,6
0.44,7.7,210,0.99771,9.2,5
0.24,3,117,0.99411,10.1,6
0.22,1.5,172,0.99194,11.2,6
0.34,7.5,230,0.99558,9.8,6
0.22,1.5,172,0.99194,11.2,6
0.34,7.5,230,0.99558,9.8,6
0.28,8.3,195,0.99577,9.4,5
0.29,7.05,177,0.99564,9,5
0.27,8.4,198,0.99578,9.4,5
0.35,13.9,229,0.99888,8.9,6
0.28,17.5,253,1.00014,9.1,6
0.35,5.6,148,0.99441,9.8,4
0.43,9.4,183,0.99594,9.4,5
0.26,4.8,150,0.99437,10,6
0.43,9.4,183,0.99594,9.4,5
0.27,9.7,130,0.9979,9.9,6
0.46,6.3,159,0.99434,10,5
0.2,1.6,168,0.99203,11.5,6
0.285,14.6,201,0.998,9.2,5
0.32,2.5,219.5,0.99316,10,5
0.285,14.6,201,0.998,9.2,5
0.34,2.6,210,0.99314,10,5
0.32,2.5,210,0.99316,10,5
0.27,8.2,133,0.99612,9.8,6
0.26,1.5,114,0.99295,10.5,6
0.27,2.3,181,0.99394,10.6,6
0.56,10,157,0.99642,9.4,5
0.56,10,157,0.99642,9.4,5
0.19,1.6,136,0.99248,11,7
0.2,1.6,141,0.99268,10.8,6
0.29,16,201,0.99954,9,5
0.32,10.4,194,0.99692,9.6,6
0.33,7.4,156,0.99592,10.6,6
0.33,7.4,156,0.99592,10.6,6
0.32,10.4,194,0.99692,9.6,6
0.33,16.05,147,0.99822,9.2,5
0.33,16.05,147,0.99822,9.2,5
0.26,2.6,71,0.99402,9.5,5
0.25,2.5,72,0.99404,9.5,5
0.26,10.8,184,0.99787,10.3,7
0.26,1.2,124,0.99347,8.8,5
0.28,12.1,161,0.99838,8.7,5
0.27,11.95,159,0.99839,8.7,5
0.28,1.7,128,0.99375,10.2,6
0.16,0.8,77,0.99155,10.1,6
0.34,1.4,118,0.9936,9.5,5
0.25,1.3,176,0.99434,9.5,5
0.35,6.3,174,0.9922,11.6,7
0.24,10.3,97,0.99571,10.7,6
0.29,15.55,142,0.99658,10.1,6
0.27,1.5,83,0.99076,11.1,7
0.56,1.5,117,0.99496,9.8,5
0.29,1.4,148,0.9937,9,6
0.27,1.5,83,0.99076,11.1,7
0.27,7.9,215,0.99542,9.5,6
0.24,13,143,0.99825,9.4,6
0.32,1,113,0.99289,10.2,5
0.37,4.85,216.5,0.99432,9.8,6
0.26,7.1,201,0.99523,9.5,6
0.27,7.9,215,0.99542,9.5,6
0.3,7.5,191,0.9959,9,5
0.28,7.6,204,0.99543,10.1,6
0.24,10.3,122,0.99662,8.8,5
0.27,1.7,122,0.99088,11.9,6
0.27,1.7,122,0.99088,11.9,6
0.28,19.95,174,0.99922,9.3,6
0.39,7.7,110,0.9966,10,6
0.2,5.3,201,0.99466,9.5,5
0.28,19.95,174,0.99922,9.3,6
0.31,12.7,139,0.99836,9.7,4
0.31,12.7,139,0.99836,9.7,4
0.18,1.5,155,0.99238,10.2,5
0.23,11.3,96,0.99645,10.8,5
0.21,18.1,133,1,8.8,5
0.21,18.1,133,1,8.8,5
0.26,7,175,0.99376,11.4,6
0.21,18.1,133,1,8.8,5
0.31,6.4,191,0.99513,9.8,5
0.34,1.4,119,0.99556,9.4,4
0.34,1.4,119,0.99556,9.4,4
0.3,3.1,174,0.99543,9.4,6
0.4,14.1,194,0.99886,9.4,6
0.32,7.7,212,0.99526,9.7,6
0.34,5.2,140,0.99166,12.3,7
0.26,11.6,178,0.99691,9.8,6
0.27,10.4,134,0.99732,9,5
0.28,7.5,203,0.99573,9.2,6
0.3,11.2,215,0.99656,9.4,6
0.175,0.8,67,0.99112,9.9,6
0.34,1.4,145,0.99214,9.8,5
0.34,4.7,148,0.99165,12.3,7
0.12,3.1,37,0.99004,11.9,7
0.32,4,170,0.99463,10.2,6
0.51,11.3,224,0.99683,9.5,6
0.12,3.1,37,0.99004,11.9,7
0.24,8.1,216,0.99596,9.2,5
0.41,14.8,174,0.99898,9.7,5
0.18,1.4,138,0.99114,11.5,7
0.17,8.1,162,0.99508,10.4,8
0.2,3.5,174,0.99306,11.6,5
0.41,14.8,174,0.99898,9.7,5
0.17,8.1,162,0.99508,10.4,8
0.18,1.4,138,0.99114,11.5,7
0.16,1.5,108,0.99342,10.2,6
0.16,1.5,109,0.99345,9.8,6
0.42,12.8,158,0.99772,9,5
0.3,1.6,163,0.99239,10.5,6
0.54,7.1,178,0.99502,9.4,4
0.54,7.1,178,0.99502,9.4,4
0.22,11.2,149,0.99479,10.8,5
0.23,1.7,95,0.99207,10.7,7
0.26,6.7,162,0.99497,10.6,6
0.23,17.3,110,0.99828,9.2,6
0.28,8.6,142,0.99542,9.5,6
0.28,8.6,142,0.99542,9.5,6
0.27,1.5,111,0.99228,10,5
0.29,12.1,177,0.99706,10.6,5
0.26,6.7,162,0.99497,10.6,6
0.27,10.7,166,0.99669,10.6,5
0.23,17.3,110,0.99828,9.2,6
0.32,1.8,117,0.99269,11,6
0.22,1.4,159,0.99196,11.2,6
0.5,7.5,175,0.99662,9.6,5
0.33,4.8,128,0.99475,9.4,5
0.26,7.1,209,0.99544,9.5,6
0.2,16.9,188,0.99944,9.3,5
0.33,4.8,128,0.99475,9.4,5
0.26,7.1,209,0.99544,9.5,6
0.36,11.3,110,0.9966,9.4,5
0.13,1.1,146,0.99066,11.2,7
0.15,1.2,150,0.9907,11.2,7
0.13,1.1,146,0.99066,11.2,7
0.23,12.9,170,0.998,8.8,5
0.15,1.2,150,0.9907,11.2,7
0.13,1.1,146,0.99066,11.2,7
0.255,1.2,137,0.99307,9.4,5
0.32,2.3,103,0.99106,11.1,6
0.28,10,131,0.99696,9.6,5
0.32,2.3,103,0.99106,11.1,6
0.255,1.2,137,0.99307,9.4,5
0.41,1.4,160,0.99167,10.6,6
0.37,14.9,240,0.99902,8.9,5
0.21,1.8,80,0.98992,12.3,7
0.24,1.8,132,0.99182,11.4,5
0.28,7,207,0.99556,9.6,6
0.24,8.6,135,0.99582,10.3,6
0.24,1.8,132,0.99182,11.4,5
0.16,1.1,80,0.98972,12.1,6
0.14,1.3,56,0.99352,9.9,5
0.34,4.9,185,0.9946,9.7,5
0.26,1.9,154,0.99273,10.5,5
0.17,10.4,182,0.99628,8.9,6
0.27,10,227,0.99582,9.4,5
0.25,8.6,206,0.99553,9.6,5
0.3,1.7,104,0.98914,12.6,7
0.28,1.7,106,0.99354,9.2,6
0.3,18.95,174,0.99976,10.4,5
0.18,12.8,171,0.99808,9,7
0.18,12.8,171,0.99808,9,7
0.18,12.8,171,0.99808,9,7
0.18,12.8,171,0.99808,9,7
0.18,12.8,171,0.99808,9,7
0.18,12.8,171,0.99808,9,7
0.14,0.7,89,0.9919,9.2,6
0.18,12.8,171,0.99808,9,7
0.615,1.4,154,0.99499,9.7,4
0.13,13.3,132,0.99655,10.1,6
0.34,8.5,152,0.99615,11,7
0.32,1.5,144,0.99296,10.8,5
0.21,11.7,147,0.99482,10.8,5
0.5,5,107,0.99079,13.5,7
0.52,1.2,167,0.99366,10.6,5
0.28,2.1,208,0.99434,9.8,5
0.22,1.4,115,0.98958,11.7,6
0.28,2.1,208,0.99434,9.8,5
0.32,16,185,0.99938,9,6
0.11,1.1,132,0.99059,11.3,7
0.26,15.3,185,0.99835,9.4,5
0.22,1.4,115,0.98958,11.7,6
0.3,2.8,107,0.99159,11.3,7
0.3,2.8,107,0.99159,11.3,7
0.2,0.9,28,0.98931,12,6
0.2,2.5,157,0.9938,10.6,6
0.26,8.1,202,0.99558,10.8,6
0.25,8.2,209,0.99563,10.8,6
0.2,0.9,28,0.98931,12,6
0.27,11.1,177,0.99691,9.4,5
0.3,7.8,219,0.9959,9.4,5
0.3,2.8,107,0.99159,11.3,7
0.36,10.1,140,0.99628,9.4,5
0.21,3.2,80,0.99076,12,5
0.18,14.2,129,0.99678,10.3,7
0.18,14.2,129,0.99678,10.3,7
0.18,14.2,129,0.99678,10.3,7
0.26,2.9,126,0.99089,11.3,7
0.35,6,150,0.99537,9.4,6
0.28,20.4,144,1.0002,8.7,5
0.36,10.1,140,0.99628,9.4,5
0.26,2.9,126,0.99089,11.3,7
0.18,14.2,129,0.99678,10.3,7
0.21,3.2,80,0.99076,12,5
0.19,0.95,159,0.99332,8,5
0.24,1.7,136,0.99316,10.4,7
0.17,1.7,128,0.99272,10.7,7
0.24,9,219,0.99636,10.2,6
0.6,1.3,197,0.99202,10.9,5
0.445,1.4,109,0.99148,10.5,6
0.28,2.4,100,0.99064,11.7,7
0.44,16,186,0.99884,8.6,5
0.24,11.4,174,0.99773,9,5
0.31,14.35,191,1.00013,8.7,5
0.32,2.1,87,0.98974,12.8,6
0.24,11.4,174,0.99773,9,5
0.31,14.35,191,1.00013,8.7,5
0.13,1.1,104,0.99112,11.8,6
0.14,1.1,84,0.99136,11.6,6
0.2,1.2,89,0.99132,11.8,6
0.15,15.8,158,0.99642,10.6,5
0.23,5.2,91,0.99488,9.7,5
0.33,5.2,151,0.99527,10.3,5
0.17,9.6,178,0.99578,10.2,6
0.12,5.2,113,0.99352,10.1,7
0.18,1.2,71,0.99199,10.9,7
0.15,0.8,127,0.99198,9.3,5
0.23,14.45,144,0.99756,10.2,6
0.17,9.6,178,0.99578,10.2,6
0.34,6.9,162,0.99561,9.5,5
0.68,3.4,146,0.99347,9.3,5
0.22,2.3,80,0.98936,12.9,7
0.28,11,148,0.99786,8.7,5
0.4,5.95,303,0.99705,9.4,5
0.19,5.1,204,0.9942,10.1,5
0.23,5.4,196,0.9948,10,4
0.14,1.2,129,0.99116,11.1,7
0.15,12.6,158,0.99688,10.3,7
0.15,1,73,0.98974,12.2,6
0.33,6.6,156,0.99542,9.3,6
0.3,1.5,178,0.99154,11.3,6
0.23,1,110,0.99118,10.8,6
0.13,1.1,86,0.99044,11.2,8
0.21,6.6,91,0.9914,12.5,7
0.4,8.2,122,0.9979,9.3,5
0.34,2,142,0.98892,12.9,7
0.12,1.4,131,0.99114,11.2,7
0.655,2,120,0.99188,12.6,6
0.26,7.5,179,0.99583,9.3,5
0.34,2,142,0.98892,12.9,7
0.3,2,142,0.98892,12.9,7
0.15,13.3,120,0.99704,9.5,7
0.37,2.85,24,0.9911,11.9,6
0.35,5.6,120,0.99334,10.3,7
0.32,5.6,120,0.99334,10.3,7
0.1,1,93,0.99094,11.2,6
0.25,3.2,150,0.99014,12,6
0.31,1,144,0.99304,9.6,5
0.18,7.1,110,0.99652,9.2,6
0.17,2.4,119,0.98944,12.9,6
0.19,11.2,149,0.99772,9.3,6
0.32,9.5,136,0.99367,12.1,6
0.31,1,144,0.99304,9.6,5
0.21,1.8,128,0.99183,11.2,6
0.16,2.6,98,0.99126,11.2,7
0.17,2.4,119,0.98944,12.9,6
0.24,8,187,0.99577,9.2,5
0.19,11.2,149,0.99772,9.3,6
0.18,7.1,110,0.99652,9.2,6
0.3,3.3,124,0.99428,9.3,6
0.28,10.3,108,0.99388,10.7,6
0.31,1.2,166,0.99208,9.8,6
0.23,1.6,143,0.99256,10.3,6
0.28,10.3,108,0.99388,10.7,6
0.23,9.65,121,0.9925,11.3,6
0.22,16.4,182,0.99904,8.8,6
0.18,1.5,104,0.99216,10.8,5
0.31,1.2,166,0.99208,9.8,6
0.3,3.3,124,0.99428,9.3,6
0.46,5,72,0.99165,11.5,7
0.23,16.3,133,0.99924,8.8,5
0.23,16.3,133,0.99924,8.8,5
0.23,16.3,133,0.99924,8.8,5
0.26,6.5,201,0.9956,9.4,6
0.26,6.4,200,0.99562,9.4,6
0.28,10.2,209,0.9972,9.6,6
0.23,16.3,133,0.99924,8.8,5
0.23,7.4,189,0.9958,9.3,6
0.25,13.7,184,0.99976,8.9,5
0.25,13.7,184,0.99976,8.9,5
0.2,1.3,155,0.99296,10,5
0.21,7.4,182,0.9957,9.1,5
0.23,7.4,189,0.9958,9.3,6
0.24,7.45,188,0.99579,9.4,6
0.25,7.2,179,0.99541,10.1,6
0.25,13.7,184,0.99976,8.9,5
0.16,10.4,143,0.99518,10.8,6
0.28,1.1,69,0.99168,10,6
0.18,6.5,160,0.99276,10.9,6
0.26,4.6,92,0.99085,12,7
0.37,13.9,171,0.99873,9.3,5
0.4,5.2,101,0.99172,12.3,7
0.26,1.7,129,0.99312,10.4,6
0.18,6.5,160,0.99276,10.9,6
0.23,16.4,153,0.9972,10.5,5
0.2,3.6,91,0.99278,9.8,6
0.17,1.5,121,0.99092,10.5,6
0.35,12.4,213,0.9962,9.9,6
0.29,1.7,79,0.99053,11.4,7
0.3,6.2,190,0.99858,9.2,5
